"","F1","F2","F5","F6","F7","F10","F11","F12","F13","F14","F15","F18","F19","F20","F22","F23","F26","F27","F28","F29","F30","F31","F34","F35","F36","F37","F38","F39","F42","F43","F44","F46","F47","F50","F51","F52","F53","F54","F55","F58","F59","F60","F61","F62","F63","F66","F67","F68","F69","F70","F71","F74","F75","F76","F77","F78","F79","F82","F83","F84","F85","F86","F87","F90","F91","F92","F93","F94","F96"
"Q08211",127061.947255736,117871.329728527,187525.390471015,130695.845038414,148980.819190177,154519.431401499,141859.302880584,106901.038866119,236692.085118946,199016.157813455,116495.827770611,180033.123634458,138423.864675932,131324.279161671,157026.848299314,122135.281841862,175734.99206278,146729.345688245,192796.835776113,201278.192093559,153349.251063963,163315.135514253,138749.31455126,169020.222164396,303139.34806408,88900.5743245386,146017.084647416,160417.126912448,172916.742292636,154203.720369458,175735.959123596,200685.046737853,147879.476600525,124573.775715553,149964.935423663,189606.917382259,186079.607328659,130531.877693035,158272.121039082,147087.077911197,152064.042643948,186601.747754867,133233.628874068,208234.774488361,191774.12097042,155451.074623185,147064.477437732,191534.985171284,188211.403759371,149393.950915344,142111.447399978,122171.81120686,153444.761889859,123461.727610941,137520.813911192,112300.719979602,188101.455831441,174765.842065348,160352.177916133,158726.671063487,178758.295253695,165351.634931725,182130.499983975,158812.285932296,160270.93116455,221981.110020357,166600.05392144,129664.571076406,189526.380255776
"P31948",262045.888620993,193332.358599841,261418.26585623,244729.158442732,226968.810815863,242535.239653883,263825.181649076,223573.599624208,206444.865567649,220807.98442345,197866.821178499,220356.415003811,258930.205305464,200970.085555627,235250.680951924,228298.761462264,221392.20096763,239515.828592633,218569.532705613,215919.533160477,220548.038554775,261228.696267019,254163.67402028,218310.393661231,194794.161175188,219877.07593516,186869.38697148,266498.597410158,271668.338699318,222195.800533515,245114.014602363,185270.747233508,257398.091961536,240520.126558801,229038.156890759,194408.564379978,242615.671132546,195208.434877236,203903.106415555,280783.834949849,223148.562895335,238105.393266412,253221.559009234,251761.789778202,249638.934597201,241187.113283626,231192.291258629,222281.538525006,211623.570502705,215627.717832843,227124.800876226,197689.299423963,238047.050777808,258040.355954466,257673.338423212,251380.532013696,219242.448117805,250055.913819489,244568.238611574,254340.972493317,184562.853192056,279801.287825682,262294.001381317,216162.102839597,295636.858838687,196957.701491971,272024.215747792,275163.36455474,232386.151061551
"P07437",10819.5382538828,61370.0896644862,20745.959548596,40786.0276157472,13236.4818604411,27102.1775386144,36375.0111217292,26756.5454080411,119530.235413839,19956.4778670338,37599.6078915442,62668.7609977377,53819.8841990471,44186.811223614,69550.0643836207,115297.245750318,63913.194649168,72403.0909030391,67031.7204617529,66121.5383809322,49517.0136047768,57737.0925177168,60796.2468105878,69684.5051149483,52207.7456427236,61001.723810077,53193.0447727998,57200.8851782428,72431.0931935848,29146.7172235613,76705.4861290882,69283.2113983548,58008.7949496126,91561.8003349671,67707.3872260453,67685.3352664758,60851.2201529676,81295.8260826038,41303.1560992621,70805.4545670978,40063.0815039541,95648.0320109366,54836.495627095,74106.9334836285,81207.8454111767,23135.21449318,38580.8876789242,21869.7130326765,27635.0387922798,12915.0605752805,26173.6614563009,29281.7735309756,26390.3723939308,19359.9297326376,21813.8324066627,24588.6271945204,43383.9512520312,91383.2912914167,93558.7362473254,86302.920966556,102485.500433719,78561.937450913,56739.1640880381,102456.388012174,15663.7623911159,103355.237186176,11332.4608677728,10874.2417427273,117431.5858597
"P07237",289181.524129769,246142.75619892,225450.05203367,282131.471784632,252608.675896019,281482.060882148,496146.037938786,196829.13919219,273547.219392832,278684.591307617,264355.616010893,289967.527017999,240202.038994582,276550.942237978,280086.32327867,296306.734956469,164903.600232355,239373.495301637,261911.193761541,201897.831849908,262307.835279029,193266.436502445,256028.553656203,277467.495068554,281168.795245977,311393.459623742,286785.065243655,267136.717411026,225420.880303046,203809.679448818,260648.903995651,249386.830048878,257004.677438393,302279.227948188,280915.770846212,187033.78130505,250140.362658037,283540.891738877,212383.021755627,240090.839433588,218580.693204731,296959.114828907,220320.376532905,343561.528386946,285586.820771218,266120.264370063,231735.621742466,309951.341011878,256828.46018562,262643.087063369,288279.283286645,189216.435858244,277712.432651811,253676.992619884,201379.541308345,259778.62957946,214250.042713107,184432.354336497,254634.022288355,270116.633349222,241398.96141428,263615.645168881,232515.772773907,231557.878641898,242084.537182017,214787.38857116,268318.167376953,475154.78254611,243861.891988797
"P10809",519234.062371906,535972.544359491,543636.192806382,565423.881508133,518270.548119913,478088.288083438,495835.674538427,623865.703753203,494991.206039943,661112.828846633,500540.490889485,586086.628473421,510275.972565817,609098.565223891,513104.362131665,446865.163072288,451427.795589291,504266.774425977,500245.211517054,481453.289349366,433187.826568984,533433.123569694,447386.609253778,423200.038618963,440967.803991843,479445.343577457,643989.63219032,432926.11788676,593722.640170624,571894.219508111,674690.514061138,575662.242315071,498659.872082872,468841.846858076,463356.959517134,506032.804701735,605928.422455573,498695.386523924,676875.479184954,484003.420590869,496408.783562442,595105.640240999,571267.408753103,560296.696118778,506474.179524451,548960.276931854,471116.807138995,429976.044334614,548760.715871878,529824.356265412,480444.345387197,503001.800372041,537586.012188791,536119.587195768,535964.5308831,480865.181185841,535902.546089355,505472.733016773,568761.773718872,515154.702839496,525125.610236541,475970.082494587,608262.193593692,407325.740997106,464513.047418241,586105.96753472,486030.281426719,379938.490577023,523098.247444063
"P68363",135201.845673951,374383.300471852,200121.857563488,278290.809383341,257302.180095967,210552.965377265,219550.853744947,212308.575137683,284144.464187096,221044.835917919,269882.249421411,257965.923050829,252084.054185533,213229.391864646,264531.419736352,386780.530877515,235417.519203126,374837.087199309,334090.074536104,265376.383161827,264858.846859093,241135.311353529,259321.353073242,357104.1120599,322921.309120009,362635.099775775,309067.075464974,334468.18619689,240397.861346941,245133.864930537,356538.797479573,247846.82657668,311328.366806353,385476.886387505,346681.823505544,310967.823949534,310680.257208002,354243.335068226,325406.013261067,275465.111797786,302436.167449653,263842.932538766,432489.08989911,273293.578766092,361983.441400403,251102.671031064,217294.322219264,236524.162607105,337267.596230032,214016.600594281,271394.565864428,300049.670172566,257597.349605197,236168.009330571,224820.136966264,302396.352439884,241433.936961083,354095.094612292,300747.691645863,303393.390239672,325922.301048572,333619.924499044,271293.139471534,303080.460087706,214248.992110389,343311.540916497,175541.178956126,221683.189627877,333775.382587824
"Q7KZF4",188572.223610879,189333.176470707,152066.924392275,179539.474559504,191556.67953272,135362.807208867,156550.217250724,196806.019187984,98649.3454437212,181955.773444332,148714.608941214,176767.749498793,203050.989644095,123652.028273877,130969.660785596,124131.516175287,107661.035645214,153877.945944449,119835.236823112,150228.007588701,141368.888014195,131864.573251778,162083.035629597,164143.027151303,120970.927390033,151727.030957629,139440.212105941,165835.65825228,115839.780618595,163115.729079944,166372.947103121,122468.263463896,135785.930572084,193443.550087568,129722.390603,175261.118370154,124852.208553275,191822.2861656,149250.774326575,161794.061040415,164513.646383001,184462.881936442,189336.306121287,141410.985514309,151451.365912531,95905.7574076986,151692.68272365,186322.195240482,161355.532603649,141116.817480697,144339.682532382,103684.01347594,140890.509687357,165757.241324089,178345.027714968,196266.333667532,184284.628786089,157962.414530842,153276.88800044,196419.794619957,149753.202629784,134057.501197654,164956.234471592,145685.348796855,155714.806854709,130016.07912871,185756.238806844,146956.054861473,159787.471655984
"P14618",433626.271660715,534744.015120922,341432.610561599,556354.918452964,384339.981089271,445067.330374662,484254.631416841,322553.429600903,731168.541678297,437866.648357184,313868.720942226,357144.90370889,428409.141713599,409162.918947854,510521.395488961,638698.362069976,164259.879192002,586204.430944055,347838.117603357,688533.628878169,430230.117919779,527242.065413361,676640.582220369,396416.600453406,569444.987186498,762581.201535034,499069.224053335,761690.547018607,560140.818455468,483591.166989146,490919.350075162,580212.561051167,284575.110059617,251897.742124985,745244.311041331,710234.511510795,460557.179997931,548515.653391902,351597.73424476,561625.683098582,601599.494467265,537390.493231724,502478.605594787,458631.259697213,549574.050948964,664918.25982689,544713.515791932,689905.389558723,555420.966472685,294487.030112646,370727.245780078,723608.513365184,547109.977215583,474679.109615033,387747.710634144,491126.917125878,654951.56716249,464883.558142904,378544.31687752,463996.726099244,742714.164523375,399520.931722845,662592.050677042,388115.228242777,749246.310012772,502999.147358046,575630.584477858,307162.188728805,359755.867667295
"Q8NC51",159929.496920312,119186.769941805,221521.178861769,135559.659743756,171787.798641844,206627.814375885,151988.257765091,115426.149888841,77520.2775117048,144552.207529291,156842.76261646,169579.678328852,185029.356176395,111761.192701611,190344.529064149,135095.517703829,193989.210880804,174111.161113367,156425.14270193,133239.648808229,140018.01428314,169252.071161668,203031.333891602,178606.664334374,151364.92135737,122618.351177547,114863.624176719,182816.591998201,144328.973241262,154768.805001933,111659.468970614,123765.495917784,193473.756715392,173728.967095237,112573.566257993,84579.1897192361,136924.231834221,123146.502311357,137956.668878658,172275.028562231,221218.124567512,107296.240630092,155598.062111782,171637.347472721,166896.717409222,130525.309896278,163842.947800869,106725.981156162,178317.340305737,168305.878258299,124087.80027198,98405.9938408784,125445.444339132,167906.532004628,196497.527135342,157003.091126658,120917.967604305,171672.009619389,155014.54957087,145395.360982091,91824.1988787617,188088.322855954,149723.049269242,176818.608410304,120612.447252825,121661.880449044,198996.370364295,80664.465079939,142332.585329256
"P00338",709628.023676009,654922.741549871,742871.482679442,945419.233027081,687596.302813848,618281.292631836,653364.054937812,542100.489392698,787210.319670705,855266.120488161,540819.715870429,797807.836291951,793570.588041461,919455.44672475,722143.841598639,1238670.82642814,878525.230752691,836452.35469803,1038176.19130158,984930.235771354,721976.120848102,498426.771474117,651268.237027635,708895.200344289,1088350.06267665,938465.756111535,957468.6986271,969838.49437403,842519.622894233,815104.474692167,634276.313249469,824646.597578664,761213.080884321,689955.29182724,1236109.33111573,1470504.30523616,777928.79228574,558396.528399487,664400.114332658,556531.207618738,910561.995633153,1087207.76012437,718778.445851077,587055.691791033,655507.524830511,1383029.26848003,792986.807375656,944625.157766942,670137.340355284,616257.15705065,528679.729768172,1109870.11483679,1036482.20618327,588743.442496991,731272.184482285,719575.198115522,917598.949150038,611517.433865295,699555.736895346,1100717.49657218,807899.347454373,703157.212881311,842269.789106908,876899.269811966,1189174.65152863,963668.577168877,621695.300503649,1106904.54187357,872236.97867047
"P19338",739116.919334532,696696.633533994,819852.941875874,787055.085353477,751838.86340923,699290.638983856,647462.519075028,662029.895136995,743467.491682399,899107.334423647,672680.044291651,799657.721640594,771463.60601826,806660.18726725,697748.562970941,676859.619669126,672356.975101606,682257.886531194,727397.683882583,693275.182392572,607984.693133093,707943.961329958,671975.473163504,715887.519400146,725076.44952648,591379.814334335,785568.602163422,688779.504423768,659409.5466989,722614.412346152,900442.254055413,722541.185556972,685878.629406046,689135.515770485,665209.489864404,664417.774680305,766173.734735301,734698.403859655,741367.530811282,659303.276365762,713875.812886771,691558.588233289,548472.987292571,690869.61941766,645526.966462467,806581.49045205,671599.329972707,629016.59485648,686026.74009048,637851.138113623,564510.685901577,680839.092737816,736160.08727497,696035.656220193,682204.919172845,642279.947672273,696484.658958747,709013.3940815,696527.051917424,639836.448455891,645634.983664556,626486.933034828,667779.83674833,766972.876549869,689830.363565913,944206.533371923,692401.85767644,689765.972523352,651863.680451608
"P11142",735399.835409032,605859.222740876,677962.617665869,580401.188202781,606950.752196253,771892.653518699,649804.552237863,584085.525721162,517975.767672739,680300.918792212,634951.707365971,761154.987887337,708329.514062413,669330.466935645,670117.560842687,487205.525717509,848373.646203623,723831.023049438,624434.671234541,731923.558281263,531347.351177771,571632.387111645,706063.554907496,754697.763234013,644016.689327662,556333.991597652,693674.884355138,633096.371961258,601615.583512089,615065.564984497,656970.322104514,567424.702371715,782822.465025053,727901.297629446,533728.036443573,589759.939250367,824548.316133665,601977.808874991,660101.448734826,718118.239820683,686916.157001701,746390.685215299,615437.060902376,608779.284564784,685901.080643476,702418.762180884,607332.292480171,555836.526753768,721606.003160745,510839.284451957,651619.497363788,477052.775502535,611129.430749,654307.723122675,615143.236400417,639389.428180042,630083.03282778,677442.904276336,632496.652935833,579439.694855053,526950.335799143,641838.914503735,594589.234488933,684915.661215893,495233.241670621,672914.623145513,633926.357963842,706981.117218983,609887.429078018
"P68371",10008.3263517549,12717.5010994214,5223.31566070427,3424.66732827846,18353.7123490658,4316.70182475996,2561.03149831912,18774.6626945164,2992.2619759117,27024.0378360921,11552.4514741529,2514.1960166239,24522.4243400412,5121.90073375202,31236.5333236551,35056.6113640426,18266.8792269017,29165.9141578541,15162.2374358851,2903.70794730055,24387.9781928164,7292.16332266718,7873.5932146586,21353.6314558089,18284.5662403011,29842.08536578,85662.1821217094,6178.91072540577,15654.7343372269,14365.1574762477,30253.6276809164,20789.8763905171,4582.02006250835,29242.6079437648,28536.0225300747,9192.21959892489,7775.66673110888,19465.430548671,27584.1239032976,19880.2135911613,3936.88558164639,12850.0216787995,17822.1944764849,18093.9592744273,39894.9035696061,23762.9997106724,4834.1491056007,16008.2972304003,12117.6938382334,9824.11262386843,9373.40927082686,16931.8562613882,15489.391991495,14832.7272770494,10542.2430955562,5423.47944674431,5092.37078471797,28811.7846274543,27359.6698249063,30415.0984811409,20851.8783073208,18010.5224080719,26669.4410710313,31367.2587918506,12192.8642453858,28858.1770719012,5377.57030163331,24819.2732631068,38390.3590549013
"P05455",190732.261638277,210748.986136814,246378.37117926,201358.19117862,223394.034818977,259399.17664669,235656.448441637,207906.142521256,231088.312991435,331659.62347241,217658.902616402,309774.421545102,256147.104777812,356688.836196062,201394.166737197,225296.113926496,302684.076162319,253915.654221536,287403.753975948,250672.49181317,252173.859812251,171001.50634573,264242.817340115,281964.474494984,271406.300967729,255049.169818617,309884.338155622,299435.715135022,281979.781252627,288814.9499729,183200.830252599,274783.330689084,295413.390131601,239577.923743457,334889.39301265,89961.4372126133,342592.98138162,225624.875237634,220568.003114051,225315.479202453,234695.405201558,262448.16678639,312976.466626196,317582.014213464,225144.487774552,277134.966314094,273902.001999072,327939.831358047,240992.689560951,240628.726512649,287256.848604559,182060.768519187,277184.168896021,278720.101053247,295080.25270592,311364.099691835,87494.651468387,154947.19817216,171767.596905595,330042.249611766,261358.154956976,313522.859985471,263510.973660853,153963.185944426,263204.021350081,240646.803804163,293809.679564889,329978.173428281,213005.037407229
"P04075",681769.332232242,480716.978198279,894927.562197904,738131.663002666,761764.237233153,854415.698212229,623141.484466506,705060.445082859,1237465.93210491,967716.712283246,860716.223928813,566573.765043041,514434.22827939,776110.558163388,650283.841705767,840793.400808334,442077.911352215,820234.384411078,920136.336678069,757808.867590561,477360.809901406,535260.323219325,510167.27521768,874887.718584035,1031110.79907191,441901.431142286,477497.193865824,976599.532093397,689955.572455728,604665.165529022,593912.839620516,604610.082441268,590768.253838359,580488.103040893,886223.801249842,911224.258569772,545445.333072758,680426.134708157,593615.955895494,542233.298462265,826773.952274507,558249.877953653,516599.495174058,426874.283262423,828487.347608612,966526.089220835,1043578.4990647,851367.476726553,773566.975545649,795424.467594418,733229.802486651,1015004.92232919,879624.814404284,576768.750915958,393269.667661115,576567.805237786,922332.914022612,468754.461911266,540377.519894929,659121.615089752,851414.331300714,474667.003071578,519930.206253627,891496.045490114,898522.041655466,729177.238738335,620469.957062812,816867.754865209,599680.484982243
"Q13263",89397.9423166477,81674.9379582088,145678.56804398,152684.803765324,144298.700148932,132026.23539682,92010.0606434194,125300.426509644,102014.604720699,164803.674099368,108340.635858957,182691.988505162,129910.066197962,132114.771642756,114781.547988363,104569.105731227,126063.458914551,92665.3415610121,110032.117088545,106988.286355538,134812.700626162,101815.296766332,132604.802283626,143772.793290454,80466.1455855851,106847.943224515,105968.578753757,127811.698914821,89349.426298792,89367.3256584492,88236.9562558314,103741.193572768,113588.741919402,131148.445416826,85288.4680864961,100004.769756519,141948.507696286,109877.403581274,129359.552272196,81748.5668433473,131997.84566274,146926.44232211,91841.5160066899,177415.985666089,137288.638040686,96746.2933334247,120225.840251302,117140.909636254,89430.8351097202,114600.186626002,312199.249716875,65136.566600067,85160.7607921246,135268.388853631,123944.509950178,149577.6273253,66022.8742887819,92557.256361599,131512.159623196,120858.795673574,162270.860176115,120569.321007989,70736.364172055,86258.4669187148,75346.034804748,129596.168312063,146147.981390452,63132.9931344479,129490.27781675
"P11021",426023.173038249,285855.970914963,247159.358995973,397684.846114295,256969.900359177,275861.613289792,235299.437514302,208729.695578834,129767.100618241,278802.284410104,234303.185524458,216779.160244665,267128.043800034,192799.705204736,177184.834713191,221706.909119497,364700.919421305,175017.913130318,325607.297286771,163143.595372576,254479.902752904,212037.729163932,225250.131426664,200680.489757484,232916.672488157,188519.259837526,192510.983601121,308115.90155367,180190.16357577,258504.953976721,189042.857680124,149879.946109542,234651.151873249,245405.951880733,209153.856141831,324769.510251169,159786.323650888,315312.694980371,137509.992888189,184399.179973378,326094.455935585,271181.91848099,225318.275398713,249518.206094563,250411.903208653,286295.549464066,167957.120296891,241244.039814123,152480.133681954,223199.53525026,249150.766501941,229672.362177283,187565.665233403,296161.810073169,296397.37302472,245269.358031836,276074.784870999,182481.527760502,195808.397722907,277391.053763569,228449.101882444,234446.581847708,178581.608787332,176027.802353186,173210.443701243,137786.240184956,342279.457644863,177443.395494252,166182.183230929
